sampType;landCtry;vslFlgCtry;year;proj;trpCode;staNum;quarter;month;spp;sex;catchCat;landCat;commCatScl;commCat;stock;area;rect;subRect;lenCls;age;fishId;lenCode;ageMeth;plusGrp;otoWt;otoSide;indWt;matMeth;matScale;matStage
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;225;4.5;14;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;130;-1;15;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;135;-1;16;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;135;-1;17;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;18;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;150;-1;19;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;20;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;155;-1;21;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;160;-1;22;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;165;-1;23;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;165;-1;24;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;165;-1;25;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;170;-1;26;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;170;-1;27;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;175;-1;28;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;175;-1;29;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;175;-1;30;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;175;-1;31;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;175;-1;32;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;180;-1;33;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;180;-1;34;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;180;-1;35;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;180;-1;36;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;37;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;38;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;39;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;40;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;41;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;42;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;43;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;44;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;45;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;185;-1;46;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;47;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;48;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;49;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;50;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;51;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;190;-1;52;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;195;-1;53;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;195;-1;54;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;195;-1;55;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;195;-1;56;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;200;-1;57;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;200;-1;58;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;205;-1;59;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;205;-1;60;scm;OWR;NA;NA;NA;-1;Macr;3;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;90;0.5;61;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;90;0.5;62;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;90;0.5;63;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;0.5;64;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;0.5;65;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;0.5;66;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;0.5;67;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;0.5;68;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;0.5;69;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;0.5;70;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;110;0.5;71;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;1.5;72;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;1.5;73;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;1.5;74;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;110;1.5;75;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;115;1.5;76;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;115;1.5;77;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;120;1.5;78;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;120;1.5;79;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;120;1.5;80;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;90;-1;81;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;90;-1;82;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;83;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;84;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;85;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;86;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;87;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;88;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;89;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;95;-1;90;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;91;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;92;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;93;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;94;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;95;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;96;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;97;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;98;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;99;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;100;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;101;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;102;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;103;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;104;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;105;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;106;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;107;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;108;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;109;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;100;-1;110;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;111;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;112;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;113;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;114;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;115;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
S;COUNTRY1;COUNTRY1;1900;STREAM project;1_ITA;1;NA;NA;Mullus barbatus;F;Lan;NA;ITA;1;NA;GSA99;NA;NA;105;-1;116;scm;OWR;NA;NA;NA;-1;Macr;2a;Medits scale
